Postcode,DZ,SIMD16_Rank,SIMD16_Vigintile,SIMD16_Decile,SIMD16_Quintile
AB1 2JH,S01006587,1506,5,3,2
AB1 2JJ,S01006586,3290,10,5,3
AB1 2JL,S01006586,3290,10,5,3
AB1 2JN,S01006587,1506,5,3,2
AB1 2JP,S01006587,1506,5,3,2
AB1 2JQ,S01006587,1506,5,3,2
AB1 2JR,S01006587,1506,5,3,2
AB1 2JS,S01006587,1506,5,3,2
AB1 2JT,S01006593,6795,20,10,5
AB1 2JU,S01006587,1506,5,3,2
AB1 2JW,S01006587,1506,5,3,2
AB1 2JX,S01006592,6803,20,10,5
AB1 2JY,S01006591,4041,12,6,3
AB1 2JZ,S01006591,4041,12,6,3
AB1 2LA,S01006592,6803,20,10,5
AB1 2LB,S01006592,6803,20,10,5
AB1 2LD,S01006596,6482,19,10,5
AB1 2LE,S01006592,6803,20,10,5
AB1 2LF,S01006587,1506,5,3,2
AB1 2LG,S01006593,6795,20,10,5
AB1 2LH,S01006592,6803,20,10,5
AB1 2LJ,S01006593,6795,20,10,5
AB1 2LL,S01006593,6795,20,10,5
AB1 2LN,S01006591,4041,12,6,3
AB1 2LP,S01006591,4041,12,6,3
AB1 2LQ,S01006591,4041,12,6,3
AB1 2LR,S01006591,4041,12,6,3
AB1 2LS,S01006590,3220,10,5,3
AB1 2LT,S01006587,1506,5,3,2
AB1 2LU,S01006590,3220,10,5,3
AB1 2LW,S01006590,3220,10,5,3
AB1 2LX,S01006587,1506,5,3,2
AB1 2LY,S01006588,4362,13,7,4
AB1 2LZ,S01006588,4362,13,7,4
AB1 2NA,S01006587,1506,5,3,2
AB1 2NB,S01006588,4362,13,7,4
AB1 2ND,S01006588,4362,13,7,4
AB1 2NE,S01006588,4362,13,7,4
AB1 2NF,S01006588,4362,13,7,4
AB1 2NG,S01006588,4362,13,7,4
AB1 2NH,S01006588,4362,13,7,4
AB1 2NJ,S01006587,1506,5,3,2
AB1 2NL,S01006588,4362,13,7,4
AB1 2NN,S01006588,4362,13,7,4
AB1 2NP,S01006587,1506,5,3,2
AB1 2NQ,S01006588,4362,13,7,4
AB1 2NR,S01006588,4362,13,7,4
AB1 2NS,S01006587,1506,5,3,2
AB1 2NT,S01006587,1506,5,3,2
AB1 2NU,S01006588,4362,13,7,4
AB1 2NX,S01006588,4362,13,7,4
AB1 2NY,S01006588,4362,13,7,4
AB1 2NZ,S01006588,4362,13,7,4
AB1 2PA,S01006588,4362,13,7,4
AB1 2PB,S01006587,1506,5,3,2
AB1 2PE,S01006588,4362,13,7,4
AB1 2PF,S01006586,3290,10,5,3
AB1 2PG,S01006587,1506,5,3,2
AB1 2PH,S01006587,1506,5,3,2
AB1 2PJ,S01006587,1506,5,3,2
AB1 2PL,S01006588,4362,13,7,4
AB1 2PN,S01006587,1506,5,3,2
AB1 2PP,S01006587,1506,5,3,2
AB1 2PQ,S01006587,1506,5,3,2
AB1 2PR,S01006587,1506,5,3,2
AB1 2PS,S01006587,1506,5,3,2
AB1 2PT,S01006587,1506,5,3,2
AB1 2PU,S01006587,1506,5,3,2
AB1 2PW,S01006587,1506,5,3,2
AB1 2PX,S01006587,1506,5,3,2
AB1 2PY,S01006588,4362,13,7,4
AB1 2PZ,S01006588,4362,13,7,4
AB1 2QA,S01006587,1506,5,3,2
AB1 2QB,S01006587,1506,5,3,2
AB1 2QD,S01006587,1506,5,3,2
AB1 2QE,S01006588,4362,13,7,4
AB1 2QF,S01006588,4362,13,7,4
AB1 2QG,S01006587,1506,5,3,2
AB1 2QH,S01006587,1506,5,3,2
AB1 2QJ,S01006587,1506,5,3,2
AB1 2QL,S01006587,1506,5,3,2
AB1 2QN,S01006587,1506,5,3,2
AB1 2QP,S01006587,1506,5,3,2
AB1 2QR,S01006587,1506,5,3,2
AB1 2QS,S01006587,1506,5,3,2
AB1 2QT,S01006587,1506,5,3,2
AB1 2QU,S01006587,1506,5,3,2
AB1 2QW,S01006587,1506,5,3,2
AB1 2QX,S01006587,1506,5,3,2
AB1 2QY,S01006587,1506,5,3,2
AB1 2QZ,S01006587,1506,5,3,2
AB1 2RB,S01006587,1506,5,3,2
AB1 2RD,S01006587,1506,5,3,2
AB1 2RE,S01006587,1506,5,3,2
AB1 2RF,S01006587,1506,5,3,2
AB1 2RG,S01006596,6482,19,10,5
AB1 2RH,S01006587,1506,5,3,2
AB1 2RJ,S01006587,1506,5,3,2
AB1 2RL,S01006587,1506,5,3,2
AB1 2RN,S01006587,1506,5,3,2
AB1 2RP,S01006587,1506,5,3,2
AB1 2RQ,S01006593,6795,20,10,5
AB1 2RR,S01006596,6482,19,10,5
AB1 2RS,S01006598,6772,20,10,5
AB1 2RT,S01006602,6923,20,10,5
AB1 2RU,S01006587,1506,5,3,2
AB1 2RW,S01006587,1506,5,3,2
AB1 2RX,S01006602,6923,20,10,5
AB1 2RY,S01006598,6772,20,10,5
AB1 2RZ,S01006598,6772,20,10,5
AB1 2SA,S01006602,6923,20,10,5
AB1 2SB,S01006602,6923,20,10,5
AB1 2SD,S01006602,6923,20,10,5
AB1 2SE,S01006593,6795,20,10,5
AB1 2SF,S01006593,6795,20,10,5
AB1 2SG,S01006596,6482,19,10,5
AB1 2SH,S01006596,6482,19,10,5
AB1 2SJ,S01006598,6772,20,10,5
AB1 2SL,S01006598,6772,20,10,5
AB1 2SN,S01006592,6803,20,10,5
AB1 2SP,S01006593,6795,20,10,5
AB1 2SQ,S01006596,6482,19,10,5
AB1 2SR,S01006596,6482,19,10,5
AB1 2SS,S01006593,6795,20,10,5
AB1 2ST,S01006592,6803,20,10,5
AB1 2SU,S01006593,6795,20,10,5
AB1 2SW,S01006593,6795,20,10,5
AB1 2SX,S01006593,6795,20,10,5
AB1 2SY,S01006598,6772,20,10,5
AB1 2SZ,S01006602,6923,20,10,5
AB1 2TA,S01006592,6803,20,10,5
AB1 2TB,S01006592,6803,20,10,5
AB1 2TD,S01006592,6803,20,10,5
AB1 2TE,S01006602,6923,20,10,5
AB1 2TF,S01006602,6923,20,10,5
AB1 2TG,S01006598,6772,20,10,5
AB1 2TH,S01006598,6772,20,10,5
AB1 2TJ,S01006598,6772,20,10,5
AB1 2TL,S01006595,6095,18,9,5
AB1 2TN,S01006596,6482,19,10,5
AB1 2TP,S01006596,6482,19,10,5
AB1 2TQ,S01006596,6482,19,10,5
AB1 2TR,S01006596,6482,19,10,5
AB1 2TS,S01006596,6482,19,10,5
AB1 2TT,S01006596,6482,19,10,5
AB1 2TU,S01006592,6803,20,10,5
AB1 2TW,S01006592,6803,20,10,5
AB1 2TX,S01006596,6482,19,10,5
AB1 2TY,S01006598,6772,20,10,5
AB1 2TZ,S01006598,6772,20,10,5
AB1 2UA,S01006596,6482,19,10,5
AB1 2UB,S01006596,6482,19,10,5
AB1 2UD,S01006596,6482,19,10,5
AB1 2UE,S01006598,6772,20,10,5
AB1 2UF,S01006598,6772,20,10,5
AB1 2UG,S01006598,6772,20,10,5
AB1 2UH,S01006598,6772,20,10,5
AB1 2UJ,S01006596,6482,19,10,5
AB1 2UL,S01006595,6095,18,9,5
AB1 2UN,S01006602,6923,20,10,5
AB1 2UP,S01006595,6095,18,9,5
AB1 2UQ,S01006595,6095,18,9,5
AB1 2UR,S01006602,6923,20,10,5
AB1 2US,S01006594,6487,19,10,5
AB1 2UU,S01006598,6772,20,10,5
AB1 2UW,S01006598,6772,20,10,5
AB1 2UX,S01006582,3356,10,5,3
AB1 2UY,S01006591,4041,12,6,3
AB1 2UZ,S01006591,4041,12,6,3
AB1 2WA,S01006598,6772,20,10,5
AB1 2WB,S01006598,6772,20,10,5
AB1 2WD,S01006602,6923,20,10,5
AB1 2WE,S01006592,6803,20,10,5
AB1 2WF,S01006591,4041,12,6,3
AB1 2WG,S01006596,6482,19,10,5
AB1 2WH,S01006591,4041,12,6,3
AB1 2XA,S01006583,6168,18,9,5
AB1 2XB,S01006583,6168,18,9,5
AB1 2XD,S01006583,6168,18,9,5
AB1 2XE,S01006596,6482,19,10,5
AB1 2XF,S01006596,6482,19,10,5
AB1 2XG,S01006602,6923,20,10,5
AB1 2XH,S01006602,6923,20,10,5
AB1 2XJ,S01006583,6168,18,9,5
AB1 2XL,S01006583,6168,18,9,5
AB1 2XN,S01006595,6095,18,9,5
AB1 2XP,S01006595,6095,18,9,5
AB1 2XQ,S01006595,6095,18,9,5
AB1 2XR,S01006597,3956,12,6,3
AB1 2XS,S01006597,3956,12,6,3
AB1 2XT,S01006597,3956,12,6,3
AB1 2XU,S01006594,6487,19,10,5
AB1 2XW,S01006595,6095,18,9,5
AB1 2XX,S01006597,3956,12,6,3
AB1 2XY,S01006594,6487,19,10,5
AB1 2XZ,S01006594,6487,19,10,5
AB1 2YA,S01006597,3956,12,6,3
AB1 2YB,S01006597,3956,12,6,3
AB1 2YD,S01006595,6095,18,9,5
AB1 2YE,S01006582,3356,10,5,3
AB1 2YG,S01006583,6168,18,9,5
AB1 2YH,S01006583,6168,18,9,5
AB1 2YJ,S01006595,6095,18,9,5
AB1 2YQ,S01006598,6772,20,10,5
AB1 2YU,S01006597,3956,12,6,3
AB1 2YW,S01006592,6803,20,10,5
AB1 2YZ,S01006592,6803,20,10,5
AB1 3AA,S01006627,1343,4,2,1
AB1 3AB,S01006627,1343,4,2,1
AB1 3AD,S01006627,1343,4,2,1
AB1 3AE,S01006628,2932,9,5,3
AB1 3AH,S01006624,2963,9,5,3
AB1 3AJ,S01006624,2963,9,5,3
AB1 3AL,S01006624,2963,9,5,3
AB1 3AN,S01006624,2963,9,5,3
AB1 3AP,S01006624,2963,9,5,3
AB1 3AQ,S01006624,2963,9,5,3
AB1 3AR,S01006628,2932,9,5,3
AB1 3AS,S01006628,2932,9,5,3
AB1 3AT,S01006628,2932,9,5,3
AB1 3AU,S01006628,2932,9,5,3
AB1 3AX,S01006628,2932,9,5,3
AB1 3AY,S01006628,2932,9,5,3
AB1 3BA,S01006628,2932,9,5,3
AB1 3BB,S01006628,2932,9,5,3
AB1 3BD,S01006628,2932,9,5,3
AB1 3BE,S01006628,2932,9,5,3
AB1 3BH,S01006628,2932,9,5,3
AB1 3BJ,S01006628,2932,9,5,3
AB1 3BL,S01006628,2932,9,5,3
AB1 3BN,S01006628,2932,9,5,3
AB1 3BP,S01006624,2963,9,5,3
AB1 3BQ,S01006628,2932,9,5,3
AB1 3BR,S01006624,2963,9,5,3
AB1 3BS,S01006624,2963,9,5,3
AB1 3BT,S01006624,2963,9,5,3
AB1 3BU,S01006628,2932,9,5,3
AB1 3BW,S01006628,2932,9,5,3
AB1 3BX,S01006624,2963,9,5,3
AB1 3BY,S01006624,2963,9,5,3
AB1 3DA,S01006624,2963,9,5,3
AB1 3DB,S01006625,3606,11,6,3
AB1 3DD,S01006625,3606,11,6,3
AB1 3DE,S01006624,2963,9,5,3
AB1 3DH,S01006624,2963,9,5,3
AB1 3DJ,S01006624,2963,9,5,3
AB1 3DL,S01006624,2963,9,5,3
AB1 3DN,S01006628,2932,9,5,3
AB1 3DP,S01006628,2932,9,5,3
AB1 3DQ,S01006628,2932,9,5,3
AB1 3DR,S01006627,1343,4,2,1
AB1 3DS,S01006628,2932,9,5,3
AB1 3DT,S01006628,2932,9,5,3
AB1 3DU,S01006628,2932,9,5,3
AB1 3DX,S01006628,2932,9,5,3
AB1 3DY,S01006625,3606,11,6,3
AB1 3DZ,S01006628,2932,9,5,3
AB1 3EA,S01006625,3606,11,6,3
AB1 3EB,S01006626,1814,6,3,2
AB1 3ED,S01006625,3606,11,6,3
AB1 3EE,S01006624,2963,9,5,3
AB1 3EH,S01006624,2963,9,5,3
AB1 3EJ,S01006625,3606,11,6,3
AB1 3EL,S01006625,3606,11,6,3
AB1 3EN,S01006625,3606,11,6,3
AB1 3EP,S01006625,3606,11,6,3
AB1 3EQ,S01006626,1814,6,3,2
AB1 3ER,S01006625,3606,11,6,3
AB1 3ES,S01006626,1814,6,3,2
AB1 3ET,S01006624,2963,9,5,3
AB1 3EU,S01006625,3606,11,6,3
AB1 3EW,S01006629,1283,4,2,1
AB1 3EX,S01006624,2963,9,5,3
AB1 3EY,S01006625,3606,11,6,3
AB1 3HA,S01006626,1814,6,3,2
AB1 3HB,S01006626,1814,6,3,2
AB1 3HD,S01006626,1814,6,3,2
AB1 3HE,S01006626,1814,6,3,2
AB1 3HF,S01006626,1814,6,3,2
AB1 3HH,S01006626,1814,6,3,2
AB1 3HJ,S01006629,1283,4,2,1
AB1 3HL,S01006629,1283,4,2,1
AB1 3HN,S01006632,1317,4,2,1
AB1 3HP,S01006629,1283,4,2,1
AB1 3HR,S01006629,1283,4,2,1
AB1 3HS,S01006629,1283,4,2,1
AB1 3HT,S01006629,1283,4,2,1
AB1 3HU,S01006629,1283,4,2,1
AB1 3HW,S01006629,1283,4,2,1
AB1 3HX,S01006629,1283,4,2,1
AB1 3HY,S01006629,1283,4,2,1
AB1 3JA,S01006629,1283,4,2,1
AB1 3JB,S01006629,1283,4,2,1
AB1 3JD,S01006626,1814,6,3,2
AB1 3JE,S01006626,1814,6,3,2
AB1 3JH,S01006626,1814,6,3,2
AB1 3JJ,S01006626,1814,6,3,2
AB1 3JL,S01006626,1814,6,3,2
AB1 3JN,S01006626,1814,6,3,2
AB1 3JP,S01006632,1317,4,2,1
AB1 3JQ,S01006632,1317,4,2,1
AB1 3JR,S01006626,1814,6,3,2
AB1 3JS,S01006632,1317,4,2,1
AB1 3JT,S01006632,1317,4,2,1
AB1 3JU,S01006632,1317,4,2,1
AB1 3JW,S01006632,1317,4,2,1
AB1 3JX,S01006632,1317,4,2,1
AB1 3JY,S01006635,2055,6,3,2
AB1 3JZ,S01006635,2055,6,3,2
AB1 3LA,S01006632,1317,4,2,1
AB1 3LB,S01006632,1317,4,2,1
AB1 3LD,S01006632,1317,4,2,1
AB1 3LE,S01006635,2055,6,3,2
AB1 3LF,S01006635,2055,6,3,2
AB1 3LG,S01006631,1497,5,3,2
AB1 3LH,S01006631,1497,5,3,2
AB1 3LL,S01006635,2055,6,3,2
AB1 3LN,S01006635,2055,6,3,2
AB1 3LP,S01006635,2055,6,3,2
AB1 3LQ,S01006631,1497,5,3,2
AB1 3LS,S01006627,1343,4,2,1
AB1 3LT,S01006628,2932,9,5,3
AB1 3LU,S01006628,2932,9,5,3
AB1 3LX,S01006627,1343,4,2,1
AB1 3LY,S01006628,2932,9,5,3
AB1 3NA,S01006627,1343,4,2,1
AB1 3NB,S01006627,1343,4,2,1
AB1 3ND,S01006627,1343,4,2,1
AB1 3NE,S01006627,1343,4,2,1
AB1 3NF,S01006631,1497,5,3,2
AB1 3NH,S01006627,1343,4,2,1
AB1 3NJ,S01006627,1343,4,2,1
AB1 3NL,S01006627,1343,4,2,1
AB1 3NN,S01006627,1343,4,2,1
AB1 3NP,S01006627,1343,4,2,1
AB1 3NQ,S01006627,1343,4,2,1
AB1 3NR,S01006632,1317,4,2,1
AB1 3NS,S01006632,1317,4,2,1
AB1 3NT,S01006631,1497,5,3,2
AB1 3NU,S01006635,2055,6,3,2
AB1 3NW,S01006627,1343,4,2,1
AB1 3NX,S01006631,1497,5,3,2
AB1 3NY,S01006631,1497,5,3,2
AB1 3PA,S01006631,1497,5,3,2
AB1 3PB,S01006627,1343,4,2,1
AB1 3PE,S01006631,1497,5,3,2
AB1 3PJ,S01006627,1343,4,2,1
AB1 3PL,S01006628,2932,9,5,3
AB1 3PN,S01006628,2932,9,5,3
AB1 3PP,S01006627,1343,4,2,1
AB1 3PQ,S01006631,1497,5,3,2
AB1 3PR,S01006631,1497,5,3,2
AB1 3PS,S01006631,1497,5,3,2
AB1 3PT,S01006631,1497,5,3,2
AB1 3PU,S01006631,1497,5,3,2
AB1 3PX,S01006631,1497,5,3,2
AB1 3PY,S01006631,1497,5,3,2
AB1 3QA,S01006631,1497,5,3,2
AB1 3QB,S01006631,1497,5,3,2
AB1 3QD,S01006631,1497,5,3,2
AB1 3QE,S01006631,1497,5,3,2
AB1 3QF,S01006631,1497,5,3,2
AB1 3QH,S01006627,1343,4,2,1
AB1 3QJ,S01006627,1343,4,2,1
AB1 3QL,S01006627,1343,4,2,1
AB1 3QN,S01006627,1343,4,2,1
AB1 3QP,S01006627,1343,4,2,1
AB1 3QQ,S01006627,1343,4,2,1
AB1 3QR,S01006627,1343,4,2,1
AB1 3QS,S01006631,1497,5,3,2
AB1 3QT,S01006631,1497,5,3,2
AB1 3QU,S01006631,1497,5,3,2
AB1 3QX,S01006631,1497,5,3,2
AB1 3QY,S01006631,1497,5,3,2
AB1 3RA,S01006631,1497,5,3,2
AB1 3RB,S01006631,1497,5,3,2
AB1 3RD,S01006631,1497,5,3,2
AB1 3RE,S01006629,1283,4,2,1
AB1 3RG,S01006631,1497,5,3,2
AB1 3RH,S01006633,1122,4,2,1
AB1 3RJ,S01006635,2055,6,3,2
AB1 3RL,S01006635,2055,6,3,2
AB1 3RN,S01006635,2055,6,3,2
AB1 3RP,S01006634,500,2,1,1
AB1 3RQ,S01006631,1497,5,3,2
AB1 3RR,S01006631,1497,5,3,2
AB1 3RS,S01006631,1497,5,3,2
AB1 3RT,S01006636,675,2,1,1
AB1 3RU,S01006631,1497,5,3,2
AB1 3RX,S01006631,1497,5,3,2
AB1 3RY,S01006633,1122,4,2,1
AB1 3RZ,S01006633,1122,4,2,1
AB1 3SA,S01006633,1122,4,2,1
AB1 3SB,S01006631,1497,5,3,2
AB1 3SD,S01006633,1122,4,2,1
AB1 3SE,S01006633,1122,4,2,1
AB1 3SF,S01006636,675,2,1,1
AB1 3SH,S01006633,1122,4,2,1
AB1 3SJ,S01006633,1122,4,2,1
AB1 3SL,S01006633,1122,4,2,1
AB1 3SN,S01006635,2055,6,3,2
AB1 3SP,S01006634,500,2,1,1
AB1 3SQ,S01006634,500,2,1,1
AB1 3SR,S01006633,1122,4,2,1
AB1 3SS,S01006635,2055,6,3,2
AB1 3ST,S01006633,1122,4,2,1
AB1 3SU,S01006634,500,2,1,1
AB1 3SW,S01006636,675,2,1,1
AB1 3SX,S01006634,500,2,1,1
AB1 3SY,S01006636,675,2,1,1
AB1 3TA,S01006633,1122,4,2,1
AB1 3TB,S01006634,500,2,1,1
AB1 3TD,S01006634,500,2,1,1
AB1 3TE,S01006631,1497,5,3,2
AB1 3TF,S01006633,1122,4,2,1
AB1 3TH,S01006636,675,2,1,1
AB1 3TJ,S01006636,675,2,1,1
AB1 3TL,S01006636,675,2,1,1
AB1 3TN,S01006631,1497,5,3,2
AB1 3TP,S01006636,675,2,1,1
AB1 3TQ,S01006634,500,2,1,1
AB1 3TR,S01006631,1497,5,3,2
AB1 3TS,S01006636,675,2,1,1
AB1 3TT,S01006634,500,2,1,1
AB1 3TU,S01006623,3012,9,5,3
AB1 3TW,S01006634,500,2,1,1
AB1 3TX,S01006636,675,2,1,1
AB1 3TY,S01006636,675,2,1,1
AB1 3YA,S01006632,1317,4,2,1
AB1 4AA,S01006630,1599,5,3,2
AB1 4AB,S01006623,3012,9,5,3
AB1 4AD,S01006623,3012,9,5,3
AB1 4AE,S01006623,3012,9,5,3
AB1 4AF,S01006623,3012,9,5,3
AB1 4AG,S01006623,3012,9,5,3
AB1 4AH,S01006623,3012,9,5,3
AB1 4AJ,S01006623,3012,9,5,3
AB1 4AL,S01006623,3012,9,5,3
AB1 4AN,S01006623,3012,9,5,3
AB1 4AP,S01006623,3012,9,5,3
AB1 4AQ,S01006623,3012,9,5,3
AB1 4AR,S01006623,3012,9,5,3
AB1 4AS,S01006623,3012,9,5,3
AB1 4AT,S01006623,3012,9,5,3
AB1 4AW,S01006623,3012,9,5,3
AB1 4AX,S01006623,3012,9,5,3
AB1 4AY,S01006623,3012,9,5,3
AB1 4AZ,S01006623,3012,9,5,3
AB1 4BB,S01006623,3012,9,5,3
AB1 4BD,S01006623,3012,9,5,3
AB1 4BE,S01006623,3012,9,5,3
AB1 4BG,S01006623,3012,9,5,3
AB1 4BH,S01006623,3012,9,5,3
AB1 4BJ,S01006623,3012,9,5,3
AB1 4BN,S01006623,3012,9,5,3
AB1 4BP,S01006623,3012,9,5,3
AB1 4BQ,S01006623,3012,9,5,3
AB1 4BR,S01006623,3012,9,5,3
AB1 4BS,S01006623,3012,9,5,3
AB1 4BT,S01006623,3012,9,5,3
AB1 4BU,S01006616,6277,18,9,5
AB1 4BX,S01006614,6585,19,10,5
AB1 4BY,S01006614,6585,19,10,5
AB1 4BZ,S01006614,6585,19,10,5
AB1 4DA,S01006623,3012,9,5,3
AB1 4DB,S01006623,3012,9,5,3
AB1 4DD,S01006608,5354,16,8,4
AB1 4DE,S01006608,5354,16,8,4
AB1 4DF,S01006623,3012,9,5,3
AB1 4DG,S01006616,6277,18,9,5
AB1 4DH,S01006616,6277,18,9,5
AB1 4DJ,S01006623,3012,9,5,3
AB1 4DL,S01006623,3012,9,5,3
AB1 4DN,S01006630,1599,5,3,2
AB1 4DP,S01006630,1599,5,3,2
AB1 4DQ,S01006630,1599,5,3,2
AB1 4DR,S01006630,1599,5,3,2
AB1 4DS,S01006629,1283,4,2,1
AB1 4DT,S01006630,1599,5,3,2
AB1 4DU,S01006616,6277,18,9,5
AB1 4DW,S01006616,6277,18,9,5
AB1 4DX,S01006630,1599,5,3,2
AB1 4DY,S01006616,6277,18,9,5
AB1 4EA,S01006630,1599,5,3,2
AB1 4EB,S01006633,1122,4,2,1
AB1 4ED,S01006633,1122,4,2,1
AB1 4EF,S01006616,6277,18,9,5
AB1 4EG,S01006613,6415,19,10,5
AB1 4EH,S01006613,6415,19,10,5
AB1 4EJ,S01006623,3012,9,5,3
AB1 4EL,S01006633,1122,4,2,1
AB1 4EN,S01006623,3012,9,5,3
AB1 4EP,S01006630,1599,5,3,2
AB1 4EQ,S01006630,1599,5,3,2
AB1 4ER,S01006630,1599,5,3,2
AB1 4ES,S01006633,1122,4,2,1
AB1 4ET,S01006630,1599,5,3,2
AB1 4EX,S01006630,1599,5,3,2
AB1 4EY,S01006615,6525,19,10,5
AB1 4EZ,S01006615,6525,19,10,5
AB1 4GZ,S01006623,3012,9,5,3
AB1 4HA,S01006630,1599,5,3,2
AB1 4HB,S01006623,3012,9,5,3
AB1 4HD,S01006619,5456,16,8,4
AB1 4HE,S01006620,5304,16,8,4
AB1 4HF,S01006620,5304,16,8,4
AB1 4HG,S01006620,5304,16,8,4
AB1 4HH,S01006620,5304,16,8,4
AB1 4HJ,S01006622,6014,18,9,5
AB1 4HL,S01006623,3012,9,5,3
AB1 4HN,S01006623,3012,9,5,3
AB1 4HP,S01006623,3012,9,5,3
AB1 4HQ,S01006623,3012,9,5,3
AB1 4HR,S01006623,3012,9,5,3
AB1 4HS,S01006623,3012,9,5,3
AB1 4HT,S01006623,3012,9,5,3
AB1 4HU,S01006616,6277,18,9,5
AB1 4HW,S01006621,5027,15,8,4
AB1 4HX,S01006623,3012,9,5,3
AB1 4HY,S01006621,5027,15,8,4
AB1 4HZ,S01006619,5456,16,8,4
AB1 4JA,S01006623,3012,9,5,3
AB1 4JB,S01006623,3012,9,5,3
AB1 4JD,S01006608,5354,16,8,4
AB1 4JE,S01006620,5304,16,8,4
AB1 4JF,S01006608,5354,16,8,4
AB1 4JG,S01006608,5354,16,8,4
AB1 4JH,S01006619,5456,16,8,4
AB1 4JJ,S01006608,5354,16,8,4
AB1 4JL,S01006608,5354,16,8,4
AB1 4JN,S01006608,5354,16,8,4
AB1 4JP,S01006608,5354,16,8,4
AB1 4JQ,S01006608,5354,16,8,4
AB1 4JR,S01006608,5354,16,8,4
AB1 4JS,S01006608,5354,16,8,4
AB1 4JT,S01006623,3012,9,5,3
AB1 4JU,S01006623,3012,9,5,3
AB1 4JW,S01006619,5456,16,8,4
AB1 4JX,S01006623,3012,9,5,3
AB1 4JY,S01006619,5456,16,8,4
AB1 4JZ,S01006623,3012,9,5,3
AB1 4LA,S01006623,3012,9,5,3
AB1 4LB,S01006623,3012,9,5,3
AB1 4LD,S01006608,5354,16,8,4
AB1 4LE,S01006623,3012,9,5,3
AB1 4LF,S01006623,3012,9,5,3
AB1 4LG,S01006623,3012,9,5,3
AB1 4LH,S01006623,3012,9,5,3
AB1 4LJ,S01006608,5354,16,8,4
AB1 4LL,S01006608,5354,16,8,4
AB1 4LN,S01006615,6525,19,10,5
AB1 4LP,S01006608,5354,16,8,4
AB1 4LQ,S01006848,4793,14,7,4
AB1 4LR,S01006608,5354,16,8,4
AB1 4LS,S01006619,5456,16,8,4
AB1 4LT,S01006623,3012,9,5,3
AB1 4LU,S01006623,3012,9,5,3
AB1 4LW,S01006623,3012,9,5,3
AB1 4LX,S01006608,5354,16,8,4
AB1 4LY,S01006623,3012,9,5,3
AB1 4LZ,S01006620,5304,16,8,4
AB1 4NA,S01006619,5456,16,8,4
AB1 4NB,S01006617,5404,16,8,4
AB1 4ND,S01006617,5404,16,8,4
AB1 4NE,S01006619,5456,16,8,4
AB1 4NF,S01006620,5304,16,8,4
AB1 4NG,S01006620,5304,16,8,4
AB1 4NH,S01006620,5304,16,8,4
AB1 4NJ,S01006619,5456,16,8,4
AB1 4NL,S01006619,5456,16,8,4
AB1 4NN,S01006608,5354,16,8,4
AB1 4NP,S01006619,5456,16,8,4
AB1 4NQ,S01006619,5456,16,8,4
AB1 4NR,S01006617,5404,16,8,4
AB1 4NS,S01006617,5404,16,8,4
AB1 4NT,S01006617,5404,16,8,4
AB1 4NU,S01006619,5456,16,8,4
AB1 4NW,S01006620,5304,16,8,4
AB1 4NX,S01006617,5404,16,8,4
AB1 4NY,S01006617,5404,16,8,4
AB1 4NZ,S01006617,5404,16,8,4
AB1 4PA,S01006617,5404,16,8,4
AB1 4PB,S01006617,5404,16,8,4
AB1 4PD,S01006617,5404,16,8,4
AB1 4PE,S01006617,5404,16,8,4
AB1 4PF,S01006851,4322,13,7,4
AB1 4PG,S01006619,5456,16,8,4
AB1 4PH,S01006618,6232,18,9,5
AB1 4PJ,S01006617,5404,16,8,4
AB1 4PL,S01006617,5404,16,8,4
AB1 4PN,S01006619,5456,16,8,4
AB1 4PP,S01006619,5456,16,8,4
AB1 4PQ,S01006617,5404,16,8,4
AB1 4PR,S01006619,5456,16,8,4
AB1 4PS,S01006619,5456,16,8,4
AB1 4PT,S01006851,4322,13,7,4
AB1 4PU,S01006618,6232,18,9,5
AB1 4PW,S01006618,6232,18,9,5
AB1 4PX,S01006851,4322,13,7,4
AB1 4PY,S01006618,6232,18,9,5
AB1 4PZ,S01006616,6277,18,9,5
AB1 4QA,S01006851,4322,13,7,4
AB1 4QB,S01006851,4322,13,7,4
AB1 4QD,S01006851,4322,13,7,4
AB1 4QE,S01006851,4322,13,7,4
AB1 4QF,S01006842,6598,19,10,5
AB1 4QG,S01006851,4322,13,7,4
AB1 4QH,S01006850,4093,12,6,3
AB1 4QJ,S01006842,6598,19,10,5
AB1 4QL,S01006847,6184,18,9,5
AB1 4QN,S01006847,6184,18,9,5
AB1 4QP,S01006852,5982,18,9,5
AB1 4QQ,S01006852,5982,18,9,5
AB1 4QR,S01006852,5982,18,9,5
AB1 4QS,S01006821,5535,16,8,4
AB1 4QT,S01006852,5982,18,9,5
AB1 4QU,S01006852,5982,18,9,5
AB1 4QW,S01006850,4093,12,6,3
AB1 4QX,S01006852,5982,18,9,5
AB1 4QY,S01006842,6598,19,10,5
AB1 4QZ,S01006850,4093,12,6,3
AB1 4RA,S01006821,5535,16,8,4
AB1 4RB,S01006849,6120,18,9,5
AB1 4RD,S01006821,5535,16,8,4
AB1 4RF,S01006850,4093,12,6,3
AB1 4RG,S01006842,6598,19,10,5
AB1 4RH,S01006616,6277,18,9,5
AB1 4RJ,S01006848,4793,14,7,4
AB1 4RL,S01006852,5982,18,9,5
AB1 4RN,S01006852,5982,18,9,5
